fre_id,eng_id,fre_docname,eng_docname
001-109381,001-109382,AFFAIRE CELICE c. FRANCE,CASE OF CELICE v. FRANCE
001-95568,001-173230,AFFAIRE DAVRAN c. TURQUIE,CASE OF DAVRAN AGAINST TURKEY
001-93691,NaN,SCHNEIDER c. FRANCE,NaN
001-225760,001-231882,AFFAIRE EUROPEAN AIR TRANSPORT LEIPZIG GMBH c. BELGIQUE,CASE OF EUROPEAN AIR TRANSPORT LEIPZIG GMBH AGAINST BELGIUM
001-104951,001-192974,AFFAIRE KONTALEXIS c. GRÈCE,CASE OF KONTALEXIS AGAINST GREECE
001-186790,001-187219,AFFAIRE THIAM c. FRANCE,CASE OF THIAM v. FRANCE
001-44376,NaN,FILIPPINI c. SAINT-MARIN,NaN
001-208246,001-208615,AFFAIRE KOLESNIKOVA c. RUSSIE,CASE OF KOLESNIKOVA v. RUSSIA
001-211597,001-222262,AFFAIRE KARRAR c. BELGIQUE,CASE OF KARRAR AGAINST BELGIUM
001-181855,001-196841,AFFAIRE BOYAN GOSPODINOV c. BULGARIE,CASE OF BOYAN GOSPODINOV AGAINST BULGARIA
001-202987,001-203264,AFFAIRE GEORGE-LAVINIU GHIURAU c. ROUMANIE,CASE OF GEORGE-LAVINIU GHIURĂU v. ROMANIA
001-70586,NaN,STOW ET GAI c. PORTUGAL,NaN
001-201434,001-217396,AFFAIRE PAIXÃO MOREIRA SÁ FERNANDES c. PORTUGAL,CASE OF PAIXÃO MOREIRA SÁ FERNANDES AGAINST PORTUGAL
001-198691,001-173631,AFFAIRE MUSTAFA c. BULGARIE,MUSTAFA AND CHOMAKOV v. BULGARIA
001-96771,NaN,PREVITI c. ITALIE,NaN
001-170879,NaN,BODET c. BELGIQUE,NaN
001-208276,001-208319,AFFAIRE TIKHONOV ET KHASIS c. RUSSIE,CASE OF TIKHONOV AND KHASIS v. RUSSIA
001-83510,001-170919,AFFAIRE ASCIUTTO c. ITALIE,CASE OF GANCI AND 12 OTHER CASES AGAINST ITALY
001-212674,001-212375,AFFAIRE KARTOYEV ET AUTRES c. RUSSIE,CASE OF KARTOYEV AND OTHERS v. RUSSIA
001-79496,001-79497,AFFAIRE BOLDEA c. ROUMANIE,CASE OF BOLDEA v. ROMANIA
001-127388,001-128064,AFFAIRE S.C. IMH SUCEAVA S.R.L. c. ROUMANIE,CASE OF S.C. IMH SUCEAVA S.R.L. v. ROMANIA
001-211165,001-211528,AFFAIRE KARIMOV ET AUTRES c. AZERBAÏDJAN,CASE OF KARIMOV AND OTHERS v. AZERBAIJAN
001-221252,001-221791,AFFAIRE SPASOV c. ROUMANIE,CASE OF SPASOV v. ROMANIA
001-69234,001-69235,AFFAIRE GOKTEPE c. BELGIQUE,CASE OF GOKTEPE v. BELGIQUE
001-44557,NaN,BELLERIN LAGARES c. ESPAGNE,NaN
001-158412,NaN,MATIS c. FRANCE,NaN
001-127230,001-148958,AFFAIRE NAVONE ET AUTRES c. MONACO,CASE OF NAVONE AND OTHERS AGAINST MONACO
001-107177,001-118243,AFFAIRE STOJKOVIC c. FRANCE ET BELGIQUE,CASE OF STOJKOVIC AGAINST FRANCE AND BELGIUM
001-218035,001-218297,AFFAIRE BOUTAFFALA c. BELGIQUE,CASE OF BOUTAFFALA v. BELGIUM
001-227716,001-216729,AFFAIRE REPEŞCO ET REPEŞCU c. RÉPUBLIQUE DE MOLDOVA,REPEŞCO AND REPEŞCU v. THE REPUBLIC OF MOLDOVA
001-216376,001-216022,AFFAIRE TONKOV c. BELGIQUE,CASE OF TONKOV v. BELGIUM
001-211236,NaN,FALZARANO c. ITALIE,NaN
001-196408,001-196875,AFFAIRE URAZBAYEV c. RUSSIE,CASE OF URAZBAYEV v. RUSSIA
001-177778,001-177350,AFFAIRE KORMEV c. BULGARIE,CASE OF KORMEV v. BULGARIA
001-182854,001-183179,AFFAIRE VIRGIL DAN VASILE c. ROUMANIE,CASE OF VIRGIL DAN VASILE v. ROMANIA
001-68222,001-68225,AFFAIRE GRAVIANO c. ITALIE,CASE OF GRAVIANO v. ITALY
001-208361,001-208377,AFFAIRE IANCU c. ROUMANIE,CASE OF IANCU v. ROMANIA
001-43294,NaN,AKAY c. TURQUIE,NaN
001-65368,001-60812,AFFAIRE CRAXI c. ITALIE,CASE OF CRAXI v. ITALY
001-32238,NaN,PRIEBKE contre l'ITALIE,NaN
001-170842,001-170843,AFFAIRE LENA ATANASOVA c. BULGARIE,CASE OF LENA ATANASOVA v. BULGARIA
001-203839,001-204187,AFFAIRE CHONG CORONADO c. ANDORRE,CASE OF CHONG CORONADO v. ANDORRA
001-122701,001-123235,AFFAIRE HENRI RIVIÈRE ET AUTRES c. FRANCE,CASE OF HENRI RIVIÈRE AND OTHERS v. FRANCE
001-66424,001-61865,AFFAIRE DONDARINI c. SAINT-MARIN,CASE OF DONDARINI v. SAN MARINO
001-79729,001-79730,AFFAIRE DANILA c. ROUMANIE,CASE OF DANILA v. ROMANIA
001-166742,001-166865,AFFAIRE HERNANDEZ ROYO c. ESPAGNE,CASE OF HERNANDEZ ROYO v. SPAIN
001-186435,001-208929,AFFAIRE BIVOLARU c. ROUMANIE (N° 2),CASE OF CRACIUN AGAINST ROMANIA AND 4 OTHER CASES
001-210852,001-211235,AFFAIRE MAESTRI ET AUTRES c. ITALIE,CASE OF MAESTRI AND OTHERS v. ITALY
001-91675,001-91717,AFFAIRE IGUAL COLL c. ESPAGNE,CASE OF IGUAL COLL v. SPAIN
001-86161,001-86162,AFFAIRE SPINU c. ROUMANIE,CASE OF SPINU v. ROMANIA
001-99166,001-99254,AFFAIRE ANDREESCU c. ROUMANIE,CASE OF ANDREESCU v. ROMANIA
001-107180,001-107181,AFFAIRE ALMENARA ALVAREZ c. ESPAGNE,CASE OF ALMENARA ALVAREZ v. SPAIN
001-100502,001-100503,AFFAIRE MARCOS BARRIOS c. ESPAGNE,CASE OF MARCOS BARRIOS v. SPAIN
001-101736,001-172122,AFFAIRE GARCIA HERNANDEZ c. ESPAGNE,CASE OF IGUAL COLL AND 11 OTHER CASES AGAINST SPAIN
001-90230,001-90309,AFFAIRE BAZO GONZALEZ c. ESPAGNE,CASE OF BAZO GONZALEZ v. SPAIN
001-205055,001-205448,AFFAIRE FRÂNCU c. ROUMANIE,CASE OF FRÂNCU v. ROMANIA
001-63473,001-58786,AFFAIRE C.P. ET AUTRES c. FRANCE,CASE OF C.P. AND OTHERS v. FRANCE
001-66117,001-80688,AFFAIRE ROUILLE c. FRANCE,TEN CASES CONCERNING THE EXCESSIVE LENGTH OF CRIMINAL PROCEEDINGS AGAINST FRANCE
001-66367,001-61808,AFFAIRE CLINIQUE MOZART SARL c. FRANCE,CASE OF CLINIQUE MOZART SARL v. FRANCE
001-69078,001-159676,AFFAIRE DIAMANTIDES (N° 2) c. GRECE,CASE OF MICHELIOUDAKIS AND 82 OTHER CASES AND CASE OF GLYKANTZI AND 57 OTHER CASES AGAINST GREECE
001-209078,001-184679,AFFAIRE ISTRATE c. ROUMANIE,ISTRATE v. ROMANIA
001-160421,001-160762,AFFAIRE CHEEMA c. BELGIQUE,CASE OF CHEEMA v. BELGIUM
001-120059,001-121089,AFFAIRE TEODOR c. ROUMANIE,CASE OF TEODOR v. ROMANIA
001-228015,001-209802,AFFAIRE U.Y. c. TÜRKIYE,U.Y. v. TURKEY
001-155188,001-155626,AFFAIRE DİCLE ET SADAK c. TURQUIE,CASE OF DİCLE AND SADAK v. TURKEY [Extracts]
001-154026,001-154361,AFFAIRE KAPETANIOS ET AUTRES c. GRÈCE,CASE OF KAPETANIOS AND OTHERS v. GREECE
001-211322,NaN,KASATKIN c. RUSSIE,NaN
001-219530,001-219546,AFFAIRE MCCANN ET HEALY c. PORTUGAL,CASE OF MCCANN AND HEALY v. PORTUGAL
001-213224,001-213631,AFFAIRE MARINONI c. ITALIE,CASE OF MARINONI v. ITALY
001-205638,001-205641,AFFAIRE FELIX GUŢU c. RÉPUBLIQUE DE MOLDOVA,CASE OF FELIX GUŢU v. THE REPUBLIC OF MOLDOVA
001-127426,001-126982,AFFAIRE GUTSANOVI c. BULGARIE,CASE OF GUTSANOVI v. BULGARIA [Extracts]
001-223373,001-223678,AFFAIRE RIGOLIO c. ITALIE,CASE OF RIGOLIO v. ITALY
001-216701,001-223491,AFFAIRE BENGHEZAL c. FRANCE,CASE OF BENGHEZAL AGAINST FRANCE
001-213915,001-214342,AFFAIRE FILAT c. RÉPUBLIQUE DE MOLDOVA,CASE OF FILAT v. THE REPUBLIC OF MOLDOVA
001-163345,001-212452,AFFAIRE MERGEN ET AUTRES c. TURQUIE,CASE OF MERGEN AND OTHERS AGAINST TURKEY AND 4 OTHER CASES
001-87829,001-87852,AFFAIRE MELICH ET BECK c. REPUBLIQUE TCHEQUE,CASE OF MELICH AND BECK v. THE CZECH REPUBLIC
001-105380,003-3582001-4053691,AFFAIRE KLOUVI c. FRANCE,Forthcoming judgments 28-30.06.11
001-160208,001-160464,AFFAIRE IASIR c. BELGIQUE,CASE OF IASIR v. BELGIUM
001-174209,NaN,ZSCHÜSCHEN c. BELGIQUE,NaN
001-116941,001-167272,AFFAIRE VARELA GEIS c. ESPAGNE,CASE OF VARELA GEIS AGAINST SPAIN
001-73619,001-57462,COLOZZA et RUBINAT c. ITALIE,CASE OF COLOZZA v. ITALY
001-46238,001-57613,CHICHLIAN ET EKINDJIAN contre la FRANCE,CASE OF CHICHLIAN AND EKINDJIAN v. FRANCE
001-184454,001-184062,AFFAIRE PEREIRA CRUZ ET AUTRES c. PORTUGAL,CASE OF PEREIRA CRUZ AND OTHERS v. PORTUGAL
001-155448,NaN,SAMPECH c. ITALIE,NaN
001-44775,NaN,TABAÏ c. FRANCE,NaN
001-146674,001-182006,AFFAIRE FAKAILO (SAFOKA) ET AUTRES c. FRANCE,CASE OF FAKAILO (SAFOKA) AND OTHERS AGAINST FRANCE
001-189422,001-189652,AFFAIRE KNOX c. ITALIE,CASE OF KNOX v. ITALY
001-163104,001-163433,AFFAIRE SÎRGHI c. ROUMANIE,CASE OF SÎRGHI v. ROMANIA
001-216927,001-217240,AFFAIRE DUBOIS c. FRANCE,CASE OF DUBOIS v. FRANCE
001-91370,001-184025,AFFAIRE İBRAHİM ÖZTÜRK c. TURQUIE,CASE OF SALDUZ AGAINST TURKEY AND 83 OTHER CASES
001-188271,001-195707,AFFAIRE RODIONOV c. RUSSIE,CASE OF RODIONOV v. RUSSIA
001-211788,001-228622,AFFAIRE BRUS c. BELGIQUE,CASE OF BRUS AGAINST BELGIUM
001-223704,001-224045,AFFAIRE HAMDANI c. SUISSE,CASE OF HAMDANI v. SWITZERLAND
001-83492,001-83521,AFFAIRE ZAGARIA c. ITALIE,CASE OF ZAGARIA v. ITALY
001-153478,001-216307,AFFAIRE VAMVAKAS c. GRÈCE (N° 2),CASE OF VAMVAKAS AGAINST GREECE (No. 2)
001-177432,001-211336,AFFAIRE CAFAGNA c. ITALIE,CASE OF CAFAGNA AGAINST ITALY
001-114661,001-114976,AFFAIRE TSEBER c. RÉPUBLIQUE TCHÈQUE,CASE OF TSEBER v. THE CZECH REPUBLIC
001-122172,001-122496,AFFAIRE BOBEŞ c. ROUMANIE,CASE OF BOBEŞ v. ROMANIA
001-163102,001-163448,AFFAIRE PRZYDZIAŁ c. POLOGNE,CASE OF PRZYDZIAŁ v. POLAND
001-139893,001-170923,AFFAIRE PRĂJINĂ c. ROUMANIE,CASE OF SICĂ AND 4 OTHER CASES AGAINST ROMANIA
001-155375,001-182485,AFFAIRE BALTA ET DEMİR c. TURQUIE,CASE OF BALTA AND DEMIR AGAINST TURKEY
001-173620,001-174119,AFFAIRE VAN WESENBEECK c. BELGIQUE,CASE OF VAN WESENBEECK v. BELGIUM
001-216926,001-217239,AFFAIRE WANG c. FRANCE,CASE OF WANG v. FRANCE
001-32436,NaN,GÜNGÖR c. ALLEMAGNE,NaN
001-90753,001-90797,AFFAIRE SUD FONDI SRL ET AUTRES c. ITALIE,CASE OF SUD FONDI SRL AND OTHERS v. ITALY
001-163788,NaN,SOCIÉTÉ OXYGÈNE PLUS c. FRANCE,NaN
001-160060,NaN,MONACO c. ITALIE,NaN
001-127680,001-127697,AFFAIRE DEL RÍO PRADA c. ESPAGNE,CASE OF DEL RÍO PRADA v. SPAIN
001-82257,001-90797,SUD FONDI SRL ET AUTRES c. ITALIE,CASE OF SUD FONDI SRL AND OTHERS v. ITALY
001-159911,001-113072,AFFAIRE GOUARRÉ PATTE c. ANDORRE,GOUARRE PATTE v. ANDORRA
001-156521,001-157286,AFFAIRE BERLAND c. FRANCE,CASE OF BERLAND v. FRANCE
001-28534,NaN,RENNA contre la FRANCE,NaN
001-44833,001-113432,VIKULOV ET AUTRES c. LETTONIE,CASE OF VIKULOV AND OTHERS  v. LATVIA
001-29332,NaN,MUCCI contre l'ITALIE,NaN
001-207375,001-207704,AFFAIRE TIMOFEYEV ET POSTUPKIN c. RUSSIE,CASE OF TIMOFEYEV AND POSTUPKIN v. RUSSIA
001-93802,001-116523,AFFAIRE BOWLER INTERNATIONAL UNIT c. FRANCE,CASE OF BOWLER INTERNATIONAL UNIT AGAINST FRANCE
001-76033,001-103848,SOBACI c. TURQUIE,"CASES OF KAVAKCI, SILAY, ILICAK AND SOBACI AGAINST TURKEY"
001-66807,NaN,HAIOUN c. FRANCE,NaN
001-102945,001-118238,AFFAIRE PAYET c. FRANCE,CASE OF PAYET AGAINST FRANCE
001-201734,001-231223,PLATINI c. SUISSE,PLATINI v. SWITZERLAND
001-148722,NaN,BOSTI c. ITALIE,NaN
001-70006,NaN,MORABITO et 3 AUTRES c. ITALIE,NaN
001-117033,NaN,PREVITI  c. ITALIE,NaN
001-158117,NaN,BORCEA c. ROUMANIE,NaN
001-98701,001-87934,AFFAIRE KONONOV c. LETTONIE,CASE OF KONONOV v. LATVIA
001-65762,001-61200,AFFAIRE GRAVA c. ITALIE,CASE OF GRAVA v. ITALY
001-85018,001-108093,AFFAIRE KAFKARIS c. CHYPRE,CASE OF KAFKARIS AGAINST CYPRUS
001-187192,001-216892,AFFAIRE ARROZPIDE SARASOLA ET AUTRES c. ESPAGNE,CASE OF ARROZPIDE SARASOLA AND OTHERS AGAINST SPAIN AND 2 OTHER CASES
001-158303,001-158290,AFFAIRE VASILIAUSKAS c. LITUANIE,CASE OF VASILIAUSKAS v. LITHUANIA
001-65788,001-61239,AFFAIRE GABARRI MORENO c. ESPAGNE,CASE OF GABARRI MORENO v. SPAIN
001-44428,001-61861,CHAUVY et AUTRES contre la FRANCE,CASE OF CHAUVY AND OTHERS v. FRANCE
001-77359,001-77360,AFFAIRE PESSINO c. FRANCE,CASE OF PESSINO v. FRANCE
001-98490,NaN,STOICA c. FRANCE,NaN
001-80615,001-80616,AFFAIRE DRAGOTONIU ET MILITARU-PIDHORNI c. ROUMANIE,CASE OF DRAGOTONIU AND MILITARU-PIDHORNI v. ROMANIA
001-146373,001-146496,AFFAIRE PLECHKOV c. ROUMANIE,CASE OF PLESHKOV v. ROMANIA
001-68354,001-68355,AFFAIRE K.A. ET A.D. c. BELGIQUE,CASE OF K.A. AND A.D. v. BELGIUM
001-106659,001-106680,AFFAIRE SOROS c. FRANCE,CASE OF SOROS v. FRANCE
001-153771,001-154006,AFFAIRE CONTRADA c. ITALIE (N° 3),CASE OF CONTRADA v. ITALY - [Czech Translation] summary by the Ministry of Justice of the Czech Republic
001-92442,NaN,HAKKAR c. FRANCE,NaN
001-84538,001-149129,TESS c. LETTONIE,LARIONOVS AND TESS v. LATVIA
001-96478,001-96479,AFFAIRE TAPIA GASCA ET D. c. ESPAGNE,CASE OF TAPIA GASCA AND D. v. SPAIN
001-76026,001-76027,AFFAIRE BIANCHI c. SUISSE,CASE OF BIANCHI v. SWITZERLAND
001-98399,001-98419,AFFAIRE MACREADY c. REPUBLIQUE TCHEQUE,CASE OF MACREADY v. THE CZECH REPUBLIC
001-160938,001-194101,AFFAIRE SOARES DE MELO c. PORTUGAL,CASE OF SOARES DE MELO AGAINST PORTUGAL
001-110981,001-110982,AFFAIRE SANTOS NUNES c. PORTUGAL,CASE OF SANTOS NUNES v. PORTUGAL
001-81271,001-81272,AFFAIRE HAVELKA ET AUTRES c. REPUBLIQUE TCHEQUE,CASE OF HAVELKA AND OTHERS v. THE CZECH REPUBLIC
001-77713,001-77715,AFFAIRE WALLOVÁ ET WALLA c. REPUBLIQUE TCHEQUE,"CASE OF WALLOVÁ AND WALLA v. THE CZECH REPUBLIC - [English Translation] by European Roma Rights Centre ""ERRC"""
001-194060,001-112191,AFFAIRE MEHMET ULUSOY ET AUTRES c. TURQUIE,ULUSOY v. TURKEY
001-181074,001-181273,AFFAIRE LIBERT c. FRANCE,CASE OF LIBERT v. FRANCE
001-219069,001-219226,AFFAIRE DRELON c. FRANCE,CASE OF DRELON v. FRANCE
001-148499,NaN,ABOUFADDA c. FRANCE,NaN
001-216023,001-216375,AFFAIRE SABANI c. BELGIQUE,CASE OF SABANI v. BELGIUM
001-213794,001-222283,AFFAIRE JARRAND c. FRANCE,CASE OF JARRAND AGAINST FRANCE
001-192987,001-213836,AFFAIRE HALABI c. FRANCE,CASE OF HALABI AGAINST FRANCE
001-222780,001-223027,AFFAIRE Y c. FRANCE,CASE OF Y v. FRANCE
001-181908,001-205889,AFFAIRE İBRAHİM KESKİN c. TURQUIE,CASE OF KANAL AGAINST TURKEY AND 9 OTHER CASES
001-209377,001-209039,AFFAIRE VAVŘIČKA ET AUTRES c. RÉPUBLIQUE TCHÈQUE,CASE OF VAVŘIČKA AND OTHERS v. THE CZECH REPUBLIC
001-193652,001-193262,AFFAIRE CHALDAYEV c. RUSSIE,CASE OF CHALDAYEV v. RUSSIA
001-216745,001-196833,AFFAIRE NUH UZUN c. TURQUIE,UZUN v. TURKEY and 19 other applications
001-98672,001-98473,AFFAIRE KENNEDY c. ROYAUME-UNI,CASE OF KENNEDY v. THE UNITED KINGDOM
001-162513,001-206991,AFFAIRE IVANOVA ET CHERKEZOV c. BULGARIE,CASE OF YORDANOVA AND OTHERS AGAINST BULGARIA AND 1 OTHER CASE
001-208014,001-208416,AFFAIRE VILELA ET AUTRES c. PORTUGAL,CASE OF VILELA AND OTHERS v. PORTUGAL
001-169702,001-225831,AFFAIRE VASILICĂ MOCANU c. ROUMANIE,CASE OF VASILICĂ MOCANU AGAINST ROMANIA
001-180276,001-180442,AFFAIRE FÉDÉRATION NATIONALE DES ASSOCIATIONS ET SYNDICATS DE SPORTIFS (FNASS) ET AUTRES c. FRANCE,CASE OF NATIONAL FEDERATION OF SPORTSPERSONS' ASSOCIATIONS AND UNIONS (FNASS) AND OTHERS v. FRANCE
001-184438,001-183947,AFFAIRE M.L. ET W.W. c. ALLEMAGNE,CASE OF M.L. AND W.W. v. GERMANY
001-205085,NaN,GÜLEN c. TURQUIE,NaN
001-212219,NaN,ÇAKMAK c. TURQUIE,NaN
001-212688,001-212972,AFFAIRE LEÓN MADRID c. ESPAGNE,CASE OF LEÓN MADRID v. SPAIN
001-177223,001-214818,AFFAIRE ALEXANDRU ENACHE c. ROUMANIE,CASE OF COJOACA AGAINST ROMANIA AND 5 OTHER CASES
001-101651,001-101652,AFFAIRE LOSONCI ROSE ET ROSE c. SUISSE,CASE OF LOSONCI ROSE AND ROSE v. SWITZERLAND
001-159795,001-160101,AFFAIRE MANDET c. FRANCE,CASE OF MANDET v. FRANCE
001-164915,001-187980,AFFAIRE CĂLIN ET AUTRES c. ROUMANIE,CASE OF CĂLIN AND OTHERS AGAINST ROMANIA
001-84107,001-99624,AFFAIRE PHINIKARIDOU c. CHYPRE,CASE OF PHINIKARIDOU AGAINST CYPRUS
001-155722,NaN,CANONNE c. FRANCE,NaN
001-201551,001-217398,AFFAIRE CONVERTITO ET AUTRES c. ROUMANIE,CASE OF CONVERTITO AND OTHERS AGAINST ROMANIA
001-80352,001-80353,AFFAIRE DUMITRU POPESCU c. ROUMANIE (N° 2),CASE OF DUMITRU POPESCU v. ROMANIA (No. 2)
001-170854,001-171263,AFFAIRE İRFAN GÜZEL c. TURQUIE,CASE OF İRFAN GÜZEL v. TURKEY
001-216679,NaN,MATEUȚ c. ROUMANIE,NaN
001-66272,001-61714,AFFAIRE SURUGIU c. ROUMANIE,CASE OF SURUGIU v. ROMANIA
001-83274,001-212446,AFFAIRE KHAMIDOV c. RUSSIE,CASE OF GUBIYEV AGAINST RUSSIA AND 2 OTHER CASES
001-207377,001-207695,AFFAIRE LACATUS c. SUISSE,CASE OF LACATUS v. SWITZERLAND
001-94632,001-148583,AFFAIRE C.C. c. ESPAGNE,CASE OF C.C. AGAINST SPAIN
001-210299,001-210300,AFFAIRE J.L. c. ITALIE,CASE OF J.L. v. ITALY
001-191120,NaN,AHUNBAY ET AUTRES c. TURQUIE,NaN
001-210090,001-210301,AFFAIRE JESSICA MARCHI c. ITALIE,CASE OF JESSICA MARCHI v. ITALY
001-221474,001-221932,AFFAIRE FLORINDO DE ALMEIDA VASCONCELOS GRAMAXO c. PORTUGAL,CASE OF FLORINDO DE ALMEIDA VASCONCELOS GRAMAXO v. PORTUGAL
001-211781,001-211837,AFFAIRE M.P. c. PORTUGAL,CASE OF M.P. v. PORTUGAL
001-160260,001-220460,AFFAIRE SODAN c. TURQUIE,CASE OF SODAN AGAINST TÜRKİYE AND 1 OTHER CASE
001-193487,001-220460,AFFAIRE YILMAZ c. TURQUIE,CASE OF SODAN AGAINST TÜRKİYE AND 1 OTHER CASE
001-163339,001-179291,AFFAIRE ŞAHİN KUŞ c. TURQUIE,CASE OF ŞAHİN KUŞ AGAINST TURKEY
001-216706,001-216707,AFFAIRE C.E. ET AUTRES c. FRANCE,CASE OF C.E. AND OTHERS v. FRANCE
001-212376,001-212847,AFFAIRE MIROSLAVA TODOROVA c. BULGARIE,CASE OF MIROSLAVA TODOROVA v. BULGARIA
001-177083,001-194091,AFFAIRE BĂRBULESCU c. ROUMANIE,CASE OF BĂRBULESCU AGAINST ROMANIA
001-159505,NaN,DOLOPOULOS c. GRÈCE,NaN
001-216017,001-216364,AFFAIRE REYES JIMENEZ c. ESPAGNE,CASE OF REYES JIMENEZ v. SPAIN
001-118082,NaN,BAYTÜRE c. TURQUIE,NaN
001-209990,001-210164,AFFAIRE M.K. c. LUXEMBOURG,CASE OF M.K. v. LUXEMBOURG
001-182353,001-182214,AFFAIRE ERYİĞİT c. TURQUIE,CASE OF ERYİĞİT v. TURKEY
001-198889,001-198990,AFFAIRE ABDYUSHEVA ET AUTRES c. RUSSIE,CASE OF ABDYUSHEVA AND OTHERS v. RUSSIA
001-194652,001-213684,GLAISEN c. SUISSE,GLAISEN v. SWITZERLAND
001-31763,NaN,LA PAROLA ET AUTRES contre l'ITALIE,NaN
001-220710,001-230063,AFFAIRE AYGÜN c. BELGIQUE,CASE OF AYGÜN AGAINST BELGIUM
001-189421,001-189645,AFFAIRE CORDELLA ET AUTRES c. ITALIE,CASE OF CORDELLA AND OTHERS v. ITALY
001-146998,NaN,CHIŞ c. ROUMANIE,NaN
001-218494,NaN,THIBAUT c. FRANCE,NaN
001-88963,001-116556,AFFAIRE PETRINA c. ROUMANIE,CASE OF PETRINA AGAINST ROMANIA
001-100510,001-100511,AFFAIRE POLANCO TORRES ET MOVILLA POLANCO c. ESPAGNE,CASE OF POLANCO TORRES AND MOVILLA POLANCO v. SPAIN
001-157756,001-178801,AFFAIRE BREMNER c. TURQUIE,CASE OF BREMNER AGAINST TURKEY
001-95154,001-95255,AFFAIRE ALVES DA SILVA c. PORTUGAL,CASE OF ALVES DA SILVA v. PORTUGAL
001-126356,001-156396,AFFAIRE WELSH ET SILVA CANHA c. PORTUGAL,"CASE OF COLAÇO MESTRE AND SIC - SOCIEDADE INDEPENDENTE DE COMMUNICAÇÃO, S.A. AGAINST PORTUGAL AND 9 OTHER CASES"
001-152646,001-152647,AFFAIRE BOHLEN c. ALLEMAGNE,CASE OF BOHLEN v. GERMANY
001-152254,001-152679,AFFAIRE ERNST AUGUST VON HANNOVER c. ALLEMAGNE,CASE OF ERNST AUGUST VON HANNOVER v. GERMANY
001-153270,001-183961,Y c. TURQUIE,Y v. TURKEY 
001-163807,001-164490,AFFAIRE OLEYNIK c. RUSSIE,CASE OF OLEYNIK v. RUSSIA
001-158949,001-159186,AFFAIRE BRITO FERRINHO BEXIGA VILLA-NOVA c. PORTUGAL,CASE OF BRITO FERRINHO BEXIGA VILLA-NOVA v. PORTUGAL
001-202442,001-202542,AFFAIRE HIRTU ET AUTRES c. FRANCE,CASE OF HIRTU AND OTHERS v. FRANCE
001-221260,001-221829,AFFAIRE SCALZO c. ITALIE,CASE OF SCALZO v. ITALY
001-203629,001-203305,AFFAIRE BOCU c. ROUMANIE,CASE OF BOCU v. ROMANIA
001-204988,001-205449,AFFAIRE KOYCHEV c. BULGARIE,CASE OF KOYCHEV v. BULGARIA
001-212392,001-212684,AFFAIRE LAVANCHY c. SUISSE,CASE OF LAVANCHY v. SWITZERLAND
001-203565,001-203938,AFFAIRE D c. FRANCE,CASE OF D v. FRANCE
001-164968,001-177626,AFFAIRE FOULON ET BOUVET c. FRANCE,CASE OF MENNESSON AGAINST FRANCE AND 3 OTHER CASES
003-6380431-8364345,NaN,Avis consultatif relatif à la reconnaissance en droit interne d’un lien de filiation entre un enfant né d’une gestation pour autrui pratiquée à l’étranger et la mère d’intention,NaN
001-216632,001-230668,AFFAIRE A.L. c. FRANCE,CASE OF A. L. AGAINST FRANCE
001-220955,001-221322,AFFAIRE D.B. ET AUTRES c. SUISSE,CASE OF D.B. AND OTHERS v. SWITZERLAND
001-122439,NaN,POPA c. ROUMANIE,NaN
001-69258,NaN,TIĞ c. TURQUIE,NaN
001-194287,001-194324,AFFAIRE AKTAŞ ET ASLANİSKENDER c. TURQUIE,CASE OF AKTAŞ AND ASLANİSKENDER v. TURKEY
001-222868,001-223133,AFFAIRE JACQUINET ET EMBAREK BEN MOHAMED c. BELGIQUE,CASE OF JACQUINET AND EMBAREK BEN MOHAMED v. BELGIUM
001-89156,001-163586,AFFAIRE GÜZEL ERDAGÖZ c. TURQUIE,CASE OF GÜZEL ERDAGÖZ AGAINST TURKEY
001-186668,001-204000,AFFAIRE S.V. c. ITALIE,CASE OF S.V. AGAINST ITALY
001-43126,NaN,SISKINA ET SISKINS contre la LETTONIE,NaN
001-157920,NaN,MACALIN MOXAMED SED DAHIR c. SUISSE,NaN
001-223924,001-224194,AFFAIRE O.H. ET G.H. c. ALLEMAGNE,CASE OF O.H. AND G.H. v. GERMANY
001-199287,NaN,PETITHORY LANZMANN c. FRANCE,NaN
001-203164,001-203534,AFFAIRE GHOUMID ET AUTRES c. FRANCE,CASE OF GHOUMID AND OTHERS v. FRANCE
001-162856,001-184330,AFFAIRE KOLONJA c. GRÈCE,CASE OF KOLONJA AGAINST GREECE
001-192201,001-208250,AFFAIRE I.M. c. SUISSE,CASE OF I.M. AGAINST SWITZERLAND
001-206358,001-206737,AFFAIRE M.M. c. SUISSE,CASE OF M.M. v. SWITZERLAND
001-192784,001-192997,AFFAIRE VETSEV c. BULGARIE,CASE OF VETSEV v. BULGARIA
001-221475,001-221933,AFFAIRE G.T. c. GRÈCE,CASE OF G.T. v. GREECE
001-192218,001-192616,AFFAIRE GUIMON c. FRANCE,CASE OF GUIMON v. FRANCE
001-204321,001-204694,AFFAIRE B.G. ET AUTRES c. FRANCE,CASE OF B.G. AND OTHERS v. FRANCE
001-161245,003-5306001-6605733,AFFAIRE NASR ET GHALI c. ITALIE,Forthcoming judgments and decisions 23-25.02.16
001-98441,001-98442,AFFAIRE MORETTI ET BENEDETTI c. ITALIE,CASE OF MORETTI AND BENEDETTI v. ITALY
